filename	date	time	dt_iso	preview
2025-01-06__1168__фотки_сегодня_лейки.md	2025-01-06	21:47	2025-01-06T21:47:45+08:00	Фотки сегодня с Лейки ⤴️
2025-01-06__1169__вчера_катя_кейльман_спросила_комментариях_проживала_любовь.md	2025-01-06	21:49	2025-01-06T21:49:52+08:00	Вчера Катя Кейльман спросила меня в комментариях: как бы я проживала любовь, если бы она была не взаимной?  Сегодня я весь день качаюсь в колыбели каких-то о…
2025-01-06__1170__какие_написала_тексты_нам_димой_удалось_запроцессить.md	2025-01-06	21:49	2025-01-06T21:49:53+08:00	Какие я написала тексты, как нам с Димой удалось это запроцессить, наш прекрасный подкаст и весь разнообразный отклик. Конечно, для меня это где-то на уровне…
2025-01-08__1181__сидим_гостиной_вадим_готовит_сет_завтрашние_утренние.md	2025-01-08	23:00	2025-01-08T23:00:37+08:00	Сидим в гостиной, Вадим готовит сет на завтрашние утренние техно-блины. Дима делает чай из ромашки и читает свой телеграмм канал. Я сначала думала, что не бу…
2025-01-10__1183__первые_4_часа_полета_прочитала_300_страниц.md	2025-01-10	20:09	2025-01-10T20:09:40+08:00	За первые 4 часа полета я прочитала 300 страниц книги Ялома «палач любви». Он всегда меня погружает в мысли о моей терапии. Базой своей терапии я считаю рабо…
2025-01-10__1184__написала_большой_текст_все_свои_терапевтические_процессы.md	2025-01-10	20:10	2025-01-10T20:10:57+08:00	Написала большой текст про все свои терапевтические процессы за последние 15 лет; Это только одна часть, продолжение - в моем другом канале, где я храню особ…
2025-01-11__1185__девочки_расходимся_кто-то_считал_моем_посте_осуждение.md	2025-01-11	18:57	2025-01-11T18:57:06+08:00	Девочки, расходимся 😄😅 (кто-то считал в моем посте осуждение, однако имела ввиду я другое: никому из нас уже Ирв не достанется)
2025-01-11__1187__https_youtu_be_wosjeetug1w.md	2025-01-11	22:54	2025-01-11T22:54:32+08:00	https://youtu.be/WOSjEETug1w  Веселья вам на вечерочек)
2025-01-12__1188__лечу_втором_самолете_сторону_дома_пишу_дневник.md	2025-01-12	18:07	2025-01-12T18:07:18+08:00	Лечу во втором самолете в сторону дома, пишу дневник о том, как я слетала в Чангмай на свадьбу друзей.  На примере этой поездки можно показать, как работает …
2025-01-12__1189__одна_практика_лешей_тантре_показала_силу_даосских.md	2025-01-12	18:07	2025-01-12T18:07:18+08:00	Одна практика с Лешей на тантре показала мне силу даосских практик, партнер с таким опытом может тебе показать другой уровень чувствительности энергетической…
2025-01-14__1200__прожила_идеальный_продуктивный_балийский_день.md	2025-01-14	21:51	2025-01-14T21:51:58+08:00	Я прожила идеальный продуктивный балийский день.  Встала в 6:30 без будильника.  Мне снился сон что я пыталась без денег прорваться в Европу и это было сложн…
2025-01-16__1209__не_доделываю_дела_конца_плохо_концентрируюсь_сдвг.md	2025-01-16	10:55	2025-01-16T10:55:00+08:00	«Не доделываю дела до конца и плохо концентрируюсь: у меня СДВГ?»  Синдром дефицита внимания и гиперактивности — состояние, когда мозг устроен особым образом…
2025-01-16__1219__вопрос_вообще_люди_которых_не_так.md	2025-01-16	10:55	2025-01-16T10:55:45+08:00	У меня вопрос: а есть вообще люди, у которых не так?)
2025-01-16__1230__не_помню_было_вчера_поэтому_люблю_писать.md	2025-01-16	21:39	2025-01-16T21:39:21+08:00	Я уже не помню что было вчера, вот поэтому я люблю писать дневник день в день. Событий столько, что все сваливается в кучу в памяти. Помню как вечером созван…
2025-01-18__1241__вчера_грустила_потому_ничего_не_получалось_все.md	2025-01-18	22:55	2025-01-18T22:55:17+08:00	Вчера я грустила, потому что ничего не получалось. Все дела, за которые я бралась, вызывали нервное напряжение, а дела были творческие, и в таком состоянии н…
2025-01-20__1242__день_считать_продуктивным.md	2025-01-20	22:22	2025-01-20T22:22:29+08:00	День буду считать продуктивным.  Я записала демо еще одной новой песни. Мы сняли еще 3 ролика для Sekta с моим личным опытом по разным темам. Про отношения с…
2025-01-22__1253__приветики_столько_всего_хочется_написать_столько_идей.md	2025-01-22	22:51	2025-01-22T22:51:11+08:00	Приветики. Столько всего хочется написать, столько идей приходит в течение дня, но к вечеру остается мало сил на рефлексию.  Чувствую себя сверх продуктивной…
2025-01-23__1254__не_знаю_будут_силы_дневник_сегодня_этим.md	2025-01-23	21:14	2025-01-23T21:14:01+08:00	Не знаю, будут ли у меня силы на дневник сегодня, но этим я не могу не поделиться.  Ежи пришел домой и говорит: «мы с Лэвом (это его одноклассник) написали и…
2025-01-23__1255__наш_домашний_mgk.md	2025-01-23	21:14	2025-01-23T21:14:55+08:00	Наш домашний MGK)))
2025-01-24__1256__космосе_было_сложно_этот_раз_зайти_эту.md	2025-01-24	22:01	2025-01-24T22:01:46+08:00	Я в космосе. Было сложно в этот раз зайти в эту творческую мастерскую внутри меня, к ней ведут коридоры и этажи, и по коридорам бегают дети и ходят сотрудник…
2025-02-10__1259__папа_приехал_рассказывает_педро_анекдоты_русском_языке.md	2025-02-10	03:09	2025-02-10T03:09:41+08:00	Папа приехал и рассказывает Педро анекдоты на русском языке. Мне приходится переводить, например, вот такое:  «Приходит ученик к учителю и спрашивает: - Скаж…
2025-02-11__1297__начну_московских_картинок_встречи_любимыми_друзьями_смех.md	2025-02-11	02:42	2025-02-11T02:42:10+08:00	Начну с московских картинок. Встречи с любимыми друзьями, смех и слезы, жесткий ПМС и джетлаг и непростые эмоции непростой отношенческой системы. Каждый день…
2025-02-11__1351__моем_любимом_фильме_детства_армагеддон_была_такая.md	2025-02-11	03:09	2025-02-11T03:09:57+08:00	В моем любимом фильме детства «Армагеддон» была такая сцена, где Лив Тайлер и ее парень лежат в поле. Я ее специально нашла, чтобы вы посмотрели - у меня в п…
2025-02-12__1352__лежу_подушках_смотрю_лес_вадим_играет_приставку.md	2025-02-12	18:17	2025-02-12T18:17:02+08:00	Лежу на подушках, смотрю на лес и на то как Вадим играет в приставку. Пытаюсь собраться и разгрести все по всем проектам.  В SEKTA мы готовим к запуску новую…
2025-02-12__1353__не_верится_быстро_летит_время_новый_проект.md	2025-02-12	18:17	2025-02-12T18:17:02+08:00	Не верится как быстро летит время и как новый проект уже обрастает аудиторией, историей, комьюнити. Что он живет по сути дела отдельно от меня и даже не треб…
2025-02-14__1354__открытый_эфир_нейросети_димой_мацкевичем_лешей_хахуновым.md	2025-02-14	22:49	2025-02-14T22:49:21+08:00	Открытый эфир про нейросети с Димой Мацкевичем и Лешей Хахуновым 15 февраля, 16:00 МСК  До старта AI-интенсива осталось всего 3 дня, поэтому мы решили провес…
2025-02-14__1355__залетайте_завтра_бесплатную_ai_активность_анонс_выше.md	2025-02-14	22:53	2025-02-14T22:53:44+08:00	Залетайте завтра на бесплатную AI активность (анонс выше). На самой конфе-интенсиве мы учим получать не только пользу от нейросеток, но и удовольствие. Этот …
2025-02-18__1366__дорогой_дневник.md	2025-02-18	17:01	2025-02-18T17:01:43+08:00	дорогой дневник  как там проходит мое возвращение на Бали. немножко офигела, что возвращаюсь всего на две недели, и теперь думаю о том, что нужно успеть, поэ…
2025-02-20__1367__уфффффффффффффффф_куприяновщина_пошла.md	2025-02-20	23:10	2025-02-20T23:10:04+08:00	Уфффффффффффффффф. Куприяновщина пошла  Иногда так отпускает, что не передать словами. Я ношу в себе комок боли, и собственно благодаря ему я многого добилас…
2025-02-22__1368__можно_часто_думать_человеке_совсем_редко_ему.md	2025-02-22	01:16	2025-02-22T01:16:29+08:00	Можно очень часто думать о человеке и совсем редко ему писать. Правда?) у вас ведь тоже так?
2025-02-26__1369__лена_обещает_скоро_отдать_всю_съемку_остальных.md	2025-02-26	14:47	2025-02-26T14:47:56+08:00	Лена обещает скоро отдать всю съемку))) на остальных фотографиях я одна
2025-02-26__1370__достаточно_продуктивное_настроение_вообще_все_успеваю_последнего.md	2025-02-26	14:51	2025-02-26T14:51:16+08:00	У меня достаточно продуктивное настроение и я вообще все успеваю. Из последнего - практикую больше времени одна. Но не в плане совсем одна, а скорее без самы…
2025-03-02__1381__черкну_пару_слов.md	2025-03-02	23:06	2025-03-02T23:06:18+08:00	Черкну пару слов.  Сегодня первый раз буду спать в своей комнате. Своей отдельной комнаты у меня не было с тех времен, когда я снимала «гольфклуб» на Тавриче…
2025-03-03__1431__пока_ничего_не_писала_фоткала_пусть_останется.md	2025-03-03	14:29	2025-03-03T14:29:46+08:00	Пока ничего не писала - я фоткала) пусть останется на память их этих прекрасных 3х недель на Бали
2025-03-03__1432__понедельник_начался_как-то_внезапно.md	2025-03-03	21:49	2025-03-03T21:49:52+08:00	понедельник начался как-то внезапно  проснулась в своей комнате, выспалась  Собрали детей, отвезли в школу Зашли в баньку напротив - там собралось аж 10 наши…
2025-03-05__1438__картинки_не_грузятся_вам_текст.md	2025-03-05	00:55	2025-03-05T00:55:31+08:00	картинки не грузятся, но вот вам текст:
2025-03-05__1439__пишу_дневничок_самолета_может_даже_запощу_его.md	2025-03-05	00:55	2025-03-05T00:55:40+08:00	Пишу дневничок из самолета, может быть даже запощу его - обычно интернет в Emirates работает отлично, главное не уснуть. В Лиссабоне только 16:00 и я не хочу…
2025-03-05__1440__сериал_яблочный_уксус_разоблачение_инфлюенсеров_которые_обещают.md	2025-03-05	20:16	2025-03-05T20:16:54+08:00	🍏🪱 Сериал «Яблочный уксус» как разоблачение инфлюенсеров, которые обещают здоровье благодаря альтернативным методам  Месяц назад на Netflix вышел мини-сериал…
2025-03-05__1441__не_сговариваясь_любимый_тг_канал_написал_обзор.md	2025-03-05	20:16	2025-03-05T20:16:54+08:00	Не сговариваясь, мой любимый тг канал написал обзор на сериал (репост выше ⤴️), который я с таким удовольствием посмотрела и даже собираюсь пересмотреть еще …
2025-03-06__1442__итак_дневник.md	2025-03-06	07:52	2025-03-06T07:52:06+08:00	Итак, дневник  Я летела 20 часов. Потом стояла в очереди на границу час. Попросила у молодого эмиграционного офицера дать мне жвачку и он дал) Потом мы сидел…
2025-03-07__1443__специально_фанатов_моего_slow_life_лиссабоне.md	2025-03-07	06:30	2025-03-07T06:30:26+08:00	Специально для фанатов моего slow life в Лиссабоне)  Я выспалась на 97%, у Педро были дела утром, я пошла к Лене - сделала 2 маленькие тренировки Base Fit в …
2025-03-08__1454__день_был_так_себе_происходило_всякое_дерьмо.md	2025-03-08	06:24	2025-03-08T06:24:04+08:00	День был так себе. Происходило всякое дерьмо по разным фронтам, и как будто пиздец был в воздухе. Утром у меня были супер счастливые моменты, а потом сразу с…
2025-03-09__1455__одна_песня_которой_время_тянется_бесконечно_медленно.md	2025-03-09	07:46	2025-03-09T07:46:29+08:00	Еще одна песня, в которой время тянется бесконечно медленно и предметы растут в глубину. Время - самая странная материя, и единственная, так связанная с чувс…
2025-03-09__1457__люблю_себя_ту_еле_вышла_дома_не.md	2025-03-09	07:49	2025-03-09T07:49:48+08:00	Люблю себя ту. Еле вышла из дома, у меня не было голоса, было с собой два термоса глинтвейна - один из самых днищенских моментов моего употребления. Но в так…
2025-03-09__1458__такая_малышка.md	2025-03-09	07:49	2025-03-09T07:49:55+08:00	Такая малышка! Говоришь про время там )) а теперь 20%!🤌
2025-03-09__1459__катя_полную_версию_скинула_тех_кто_хочет.md	2025-03-09	16:26	2025-03-09T16:26:30+08:00	Катя еще полную версию скинула, для тех кто хочет песню послушать.
2025-03-11__1460__вместо_моих_текстов_держите_верин_над_которым.md	2025-03-11	04:39	2025-03-11T04:39:06+08:00	Вместо моих текстов держите Верин, над которым я поплакала
2025-03-11__1461__неделю_назад_снова_так_много_плакала_сторис.md	2025-03-11	04:39	2025-03-11T04:39:06+08:00	Неделю назад я снова так много плакала в сторис, что даже сделала гайд " как рыдать". Слезы превратились в хорошую шутку, но Оля мне написала "Я хочу подарит…
2025-03-17__1462__хорошее.md	2025-03-17	20:14	2025-03-17T20:14:26+08:00	Хорошее
2025-03-17__1468__любые_отношения_полиаморные.md	2025-03-17	20:14	2025-03-17T20:14:27+08:00	Любые отношения — полиаморные  В некотором смысле, конечно  👆Кусочки моей презентации для коллег-психологов о том, как работать с немоногамными союзами в пси…
2025-03-19__1471__классный_подкаст_вышел_давно_ждал.md	2025-03-19	00:01	2025-03-19T00:01:34+08:00	О классный подкаст вышел, давно ждал🔥  https://youtu.be/yjJwHu_cohU?si=7EgdhSFaqbXUgIoa
2025-03-19__1472__офигенный_подкаст_живая_беседа_воды_эго_откровенно.md	2025-03-19	00:01	2025-03-19T00:01:34+08:00	Офигенный подкаст и очень живая беседа. Без воды, без эго, откровенно и просто, насыщенно смыслами и есть над чем подумать. Оля, спасибо за эту невероятную б…
2025-03-19__1473__пока_не_несу_вам_текст_несу_наш.md	2025-03-19	00:01	2025-03-19T00:01:59+08:00	Пока не несу вам текст, несу наш подкаст с Герой. Говорят хороший
2025-03-19__1516__спрашиваете_прошла_поездка_европу_ж.md	2025-03-19	16:22	2025-03-19T16:22:41+08:00	вы спрашиваете, как прошла моя поездка в Европу. Ну что ж Накопилось много чувств и инсайтов, и как обычно когда много - проще вообще ничего не писать.  Про …
2025-03-19__1517__можешь_не_знать_песен_растворяешься_музыке_двигаешься.md	2025-03-19	16:22	2025-03-19T16:22:41+08:00	Ты можешь не знать песен, но ты растворяешься в музыке, ты двигаешься, ты проживаешь какие-то невероятные моменты, глядя не только на сцену, но и друг другу …
2025-03-24__1543__редкое_состояние_когда_не_знаю_написать_неделя.md	2025-03-24	15:22	2025-03-24T15:22:57+08:00	Редкое состояние, когда не знаю, что написать. Уже неделя, как я вернулась, а все еще в каком-то коматозе. Погоды стоят так себе, то дождь, то ураган, и нет …
2025-03-24__1544__ощущение_можешь_расчитывать_только_себя_может_поэтому.md	2025-03-24	15:22	2025-03-24T15:22:57+08:00	Ощущение, что ты можешь расчитывать только на себя. Может и поэтому дочери у меня нет, что не нашла я пока гармонии и понимания женской силы и то, как мы воо…
2025-04-03__1545__чем_хочу_заниматься_рассказывать_маленькие_истории_каждого.md	2025-04-03	21:13	2025-04-03T21:13:09+08:00	Чем я хочу заниматься - это рассказывать маленькие истории каждого дня. Но на это не остается сил, потому что много всего в реальности надо делать.  Мне нрав…
2025-04-04__1556__себя_хвалить.md	2025-04-04	23:14	2025-04-04T23:14:21+08:00	Я буду себя хвалить.  День был такой. Я проснулась в 6 без будильника, сделала тренировку, собрала детей и собралась сама, поехала серфить и это было оч хоро…
2025-04-06__1557__привет_sekta_наша_миссия_сделать_зож_понятным.md	2025-04-06	16:35	2025-04-06T16:35:37+08:00	Привет, это #sekta! Наша миссия — сделать ЗОЖ понятным и доступным для каждого. Мы покажем, что спорт и здоровое питание могут быть в удовольствие 💙  С нами …
2025-04-06__1558__описание_всех_курсов_sekta_подборка_бесплатных_тренировок.md	2025-04-06	16:36	2025-04-06T16:36:15+08:00	описание всех курсов sekta и еще подборка бесплатных тренировок ⬆️⬆️⬆️
2025-04-22__1559__грустно.md	2025-04-22	15:23	2025-04-22T15:23:16+08:00	Как же мне грустно
2025-04-24__1616__ладно_не_только_фотки_текст_тоже.md	2025-04-24	19:44	2025-04-24T19:44:31+08:00	Ладно, не только фотки. Текст тоже есть.  Пытаюсь собрать свою жизнь в кучу. Даже не буду пытаться рассказать все что происходило, пока я не писала - жизнь п…
2025-04-27__1625__постоянно_инсте_попадаются_видео_где_овуляцию_девочки.md	2025-04-27	15:53	2025-04-27T15:53:28+08:00	Постоянно мне в инсте попадаются видео где в овуляцию девочки чувствуют себя богинями. У меня в овуляцию болит живот, то со стороны одного, то со стороны дру…
2025-04-29__1646__примерно_20_00_гостиной_горят_разноцветные_светильники.md	2025-04-29	20:56	2025-04-29T20:56:04+08:00	У меня примерно 20:00, в гостиной горят мои разноцветные светильники, я выбираю винил  - пусть это будет Lemonade - ярко желтая пластинка так хорошо смотритс…
2025-05-10__1657__пришел_паспорт_визе_отказали.md	2025-05-10	23:07	2025-05-10T23:07:55+08:00	мне пришел паспорт, но в визе отказали мы доделали альбом наснимали крутого купила билеты в лиссабон и обратно купила билеты в Россию и мы полетим туда раньш…
2025-05-11__1664__сегодня_воскресенье_ходили_лежать-дышать_пить_какао_думать.md	2025-05-11	21:46	2025-05-11T21:46:25+08:00	Сегодня воскресенье, и мы ходили лежать-дышать-пить какао и думать о вечном. Это день, когда я физически и эмоционально отдыхаю, при этом расслабленно думаю …
2025-05-17__1665__две_срочные_рекомендации.md	2025-05-17	23:42	2025-05-17T23:42:46+08:00	Две срочные рекомендации:  Мультик common side effects про грибы и чувака просто великолепен)  и этот альбом 😂 Боже как я рада что он его выпустил теперь не …
2025-05-19__1677__приветики.md	2025-05-19	04:30	2025-05-19T04:30:51+08:00	ну что, приветики несу вам рассказать, как началась моя португалия  тут невероятные облака и ветряные мельницы на зеленых холмах, и наконец-то хорошая погода…
2025-05-21__1678__доброе_утро.md	2025-05-21	16:35	2025-05-21T16:35:44+08:00	Доброе утро!  С новым треком ❤️‍🔥 https://band.link/c2bys1
2025-05-23__1679__уф_уф_уф.md	2025-05-23	01:20	2025-05-23T01:20:19+08:00	Уф уф уф Кажется я начинаю выдыхать.  Я никогда не говорила ничего типа «чет я выгорела», но тут у меня случилось максимально близкое к этому состоянию. Было…
2025-05-24__1680__леной_дегтярь_проводим_6_поток_хочу_ребенка.md	2025-05-24	20:56	2025-05-24T20:56:11+08:00	Мы с Леной Дегтярь проводим 6 поток «хочу ли я ребенка?» - это проект - исследование для тех, у кого нет ответа на этот вопрос, и при этом там блокируется ча…
2025-05-25__1711__три_дня_была_самой_любимой_конфе_куда.md	2025-05-25	20:01	2025-05-25T20:01:32+08:00	Три дня я была на самой любимой конфе, куда слетаются русскоязычные фаундеры со всего мира. Большие инвестиционные фонды, их владельцы, основатели многомилли…
2025-05-28__1712__димы_сталкерши_не_знаю_вайфай_раздает_явно.md	2025-05-28	05:39	2025-05-28T05:39:56+08:00	У Димы есть сталкерши. Я не знаю, что он за вайфай раздает, но явно он как-то может дистанционно своим контентом воздействовать на подвижную психику. То есть…
2025-05-28__1713__знает_не_только_нас_димой_вообще_многих.md	2025-05-28	05:39	2025-05-28T05:39:56+08:00	Ну и еще - она знает не только нас с Димой, а вообще многих людей из комьюнити, она всех читает, и даже говорит представляется чьей-то подругой или даже дочк…
2025-06-03__1714__сегодня_грандиозные_планы_серф_йога_потом_танцы.md	2025-06-03	12:37	2025-06-03T12:37:32+08:00	На сегодня меня были грандиозные планы: серф, йога и потом танцы. Но я проснулась с приступом цистита. У меня это бывает редко, раз в несколько лет. Но я хор…
2025-06-04__1715__сегодня_вышел_второй_сингл_нашего_нового_альбома.md	2025-06-04	13:10	2025-06-04T13:10:38+08:00	Сегодня вышел второй сингл из нашего нового альбома C2BY. Он о том, как личный кризис и история одной любви, которая никуда не вписывается, вплетается в друг…
2025-06-05__1717__заблудился_один_текст_нему_некоторый_саундтрек.md	2025-06-05	19:29	2025-06-05T19:29:23+08:00	У меня тут заблудился один текст. И к нему есть некоторый саундтрек.  здравствуй, дневничок несу тебе свой  ещё один уже сбилась со счёта, какой по счёту ден…
2025-06-16__1719__большое_событие_ради_которого_прилетела_россию_месяц.md	2025-06-16	18:22	2025-06-16T18:22:00+08:00	Большое событие, ради которого я прилетела в Россию на месяц раньше, чем собиралась. Спасибо всем, кто пришел! Это настоящий праздник. Надеюсь, скоро фильм с…
2025-06-16__1720__alai_oli_20_жизней_спустя.md	2025-06-16	18:22	2025-06-16T18:22:00+08:00	🔺Alai Oli - 20 Жизней Спустя  Во время паблик тока ведущий спросил нас, какие знаковые ситуации происходили на нашему пути, где мы уже точно понимали, что бу…
2025-06-21__1721__питер_пмэф_белые_ночи_городе_столько_всего.md	2025-06-21	03:01	2025-06-21T03:01:48+08:00	Питер, ПМЭФ. Белые ночи. В городе столько всего происходит. Черные машины, костюмы, перекрытые улицы, особняки с вечеринками. I’m home babe  После сеанса «Ма…
2025-06-21__1722__итоге_живу_улыбаюсь_изо_всех_сил_вообще.md	2025-06-21	03:01	2025-06-21T03:01:49+08:00	И в итоге я живу и улыбаюсь изо всех сил, и это вообще одна из лучших инвестиций в удовольствие от себя. Это и спорт.  Вот, сходила показаться и сделать проф…
2025-06-25__1792__спите_https_band_link_c2by.md	2025-06-25	05:41	2025-06-25T05:41:36+08:00	Спите?) https://band.link/c2by
2025-06-25__1793__не_могу_себя_сдерживать_какая_песня_любимая.md	2025-06-25	15:42	2025-06-25T15:42:52+08:00	Не могу себя сдерживать: какая песня любимая?
2025-06-26__1794__когда_спрашивают_кого_песня_in_general_отвечаю.md	2025-06-26	14:31	2025-06-26T14:31:40+08:00	Когда спрашивают «а про кого песня?» in general я отвечаю про импульс к созданию, но в каждой песне могут сплетаться несколько историй.  Например припев к C2…
2025-06-30__1795__знаю_любите_ум_тонкую_душевную_организацию_вам.md	2025-06-30	00:10	2025-06-30T00:10:29+08:00	Я знаю, вы любите меня за ум и тонкую душевную организацию, но я вам еще фоток принесла 😂
2025-06-30__1814__бодрова_https_t_me_abodrova_гений.md	2025-06-30	00:10	2025-06-30T00:10:34+08:00	Бодрова https://t.me/abodrova гений если что
2025-07-02__1815__знаете_хочу_самом_деле_хочу_сделать_прости.md	2025-07-02	01:01	2025-07-02T01:01:23+08:00	А знаете, что я хочу на самом деле? Я хочу сделать прости господи конкурс на лучшую любительскую рецензию на альбом. Самым классным подарю билеты на концерты…
2025-07-12__1896__дорогой_дневник_давно_не_писала_накопилось_фоток.md	2025-07-12	20:28	2025-07-12T20:28:58+08:00	Дорогой дневник, я давно не писала. Но у меня накопилось фоток и впечатлений) Между Питером и Сочи покаталась на эмоциональных каруселях, побывала на супер с…
